codigo,nome,cnpj_cpf,conta,servico_principal,servicos_adicionais,regime,mensalidade,faturamento_anual,data_inicio,responsavel,nps
CLI-01462,Cliente 1462,00.100.014/0001-00,Mdias,Certificado Digital,N/A,N/A,970,6373922,2022-07-27,João Silva,2
CLI-01463,Cliente 1463,00.100.014/0001-00,Papaya,BPO Financeiro,Contabilidade,N/A,2679,154956,2022-08-19,Carlos Souza,1
CLI-01464,Cliente 1464,00.100.014/0001-00,Mdias,BPO RH,BPO Financeiro,Lucro Presumido,2013,7700177,2022-12-23,Carlos Souza,1
CLI-01465,Cliente 1465,00.100.014/0001-00,Papaya,Contabilidade,N/A,Simples Nacional,4521,7432158,2024-01-28,Ana Silva,10
CLI-01466,Cliente 1466,00.100.014/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,4240,512097,2024-02-20,Maria Santos,7
CLI-01467,Cliente 1467,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,N/A,7430,5438591,2022-05-21,Carlos Souza,9
CLI-01468,Cliente 1468,00.100.014/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,1826,2367567,2023-08-18,Ana Silva,4
CLI-01469,Cliente 1469,00.100.014/0001-00,Zov,BPO RH,N/A,MEI,5739,862713,2022-05-28,Maria Santos,9
CLI-01470,Cliente 1470,00.100.014/0001-00,Mdias,BPO RH,N/A,N/A,917,1752175,2023-04-21,João Silva,4
CLI-01471,Cliente 1471,00.100.014/0001-00,Papaya,Certificado Digital,N/A,MEI,4297,1746232,2022-07-07,João Silva,1
CLI-01472,Cliente 1472,00.100.014/0001-00,Zov,Contabilidade,Certificado Digital,Lucro Real,3629,812567,2023-08-23,Ana Silva,0
CLI-01473,Cliente 1473,00.100.014/0001-00,Papaya,Legalização,Certificado Digital,Lucro Presumido,5988,2074146,2024-09-01,João Silva,7
CLI-01474,Cliente 1474,00.100.014/0001-00,Papaya,Legalização,N/A,Simples Nacional,7288,7044660,2024-11-28,Ana Silva,3
CLI-01475,Cliente 1475,00.100.014/0001-00,Mdias,Contabilidade,N/A,Lucro Real,1307,5588003,2023-09-13,João Silva,4
CLI-01476,Cliente 1476,00.100.014/0001-00,Mdias,Legalização,Contabilidade,Simples Nacional,780,2906670,2022-08-23,Maria Santos,0
CLI-01477,Cliente 1477,00.100.014/0001-00,Mdias,Legalização,N/A,N/A,7753,2393567,2022-07-20,Maria Santos,6
CLI-01478,Cliente 1478,00.100.014/0001-00,Mdias,BPO RH,N/A,Simples Nacional,2310,5051889,2023-12-24,Maria Santos,3
CLI-01479,Cliente 1479,00.100.014/0001-00,Zov,Contabilidade,N/A,Lucro Real,676,6022832,2023-09-03,João Silva,9
CLI-01480,Cliente 1480,00.100.014/0001-00,Mdias,BPO RH,BPO Financeiro,Lucro Presumido,1944,4665631,2024-11-11,Carlos Souza,5
CLI-01481,Cliente 1481,00.100.014/0001-00,Papaya,Legalização,BPO Financeiro,N/A,4594,6882401,2022-02-04,Maria Santos,7
CLI-01482,Cliente 1482,00.100.014/0001-00,Zov,Contabilidade,N/A,Lucro Real,1958,1928020,2024-09-01,Ana Silva,9
CLI-01483,Cliente 1483,00.100.014/0001-00,Mdias,Legalização,N/A,MEI,5209,2885545,2024-01-20,Maria Santos,2
CLI-01484,Cliente 1484,00.100.014/0001-00,Mdias,BPO Financeiro,Legalização,N/A,591,6803829,2022-04-03,Carlos Souza,5
CLI-01485,Cliente 1485,00.100.014/0001-00,Mdias,BPO Financeiro,BPO RH,Lucro Presumido,6841,1403077,2023-11-01,Carlos Souza,5
CLI-01486,Cliente 1486,00.100.014/0001-00,Papaya,Contabilidade,N/A,N/A,1557,663558,2024-04-08,Maria Santos,7
CLI-01487,Cliente 1487,00.100.014/0001-00,Mdias,Certificado Digital,N/A,Simples Nacional,1994,2175515,2022-06-05,Carlos Souza,10
CLI-01488,Cliente 1488,00.100.014/0001-00,Mdias,BPO RH,Contabilidade,Lucro Real,3527,1859480,2022-04-11,João Silva,1
CLI-01489,Cliente 1489,00.100.014/0001-00,Mdias,Contabilidade,Legalização,Lucro Presumido,8698,991474,2024-12-16,Carlos Souza,3
CLI-01490,Cliente 1490,00.100.014/0001-00,Mdias,BPO RH,N/A,MEI,1649,3380482,2023-07-09,João Silva,4
CLI-01491,Cliente 1491,00.100.014/0001-00,Papaya,Certificado Digital,N/A,MEI,707,4273121,2024-08-09,Carlos Souza,4
CLI-01492,Cliente 1492,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,MEI,2532,301254,2024-11-25,Ana Silva,0
CLI-01493,Cliente 1493,00.100.014/0001-00,Zov,BPO RH,N/A,Lucro Real,4018,511417,2023-12-10,João Silva,1
CLI-01494,Cliente 1494,00.100.014/0001-00,Mdias,Legalização,N/A,Simples Nacional,4387,1996719,2024-04-08,Ana Silva,6
CLI-01495,Cliente 1495,00.100.014/0001-00,Mdias,Certificado Digital,BPO RH,Simples Nacional,4698,1358477,2023-10-03,Carlos Souza,8
CLI-01496,Cliente 1496,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,MEI,8523,4681374,2022-04-23,Carlos Souza,0
CLI-01497,Cliente 1497,00.100.014/0001-00,Papaya,BPO RH,N/A,Lucro Real,7297,3177104,2023-11-04,Ana Silva,3
CLI-01498,Cliente 1498,00.100.014/0001-00,Papaya,Certificado Digital,Contabilidade,Lucro Real,7250,2638777,2024-09-11,João Silva,6
CLI-01499,Cliente 1499,00.100.014/0001-00,Mdias,BPO RH,BPO Financeiro,Lucro Presumido,8114,7572355,2024-12-16,João Silva,6
CLI-01500,Cliente 1500,00.100.015/0001-00,Zov,BPO RH,N/A,Lucro Real,1324,6761744,2023-08-15,Ana Silva,6
CLI-01501,Cliente 1501,00.100.015/0001-00,Zov,Contabilidade,N/A,MEI,2271,1346089,2022-11-26,João Silva,7
CLI-01502,Cliente 1502,00.100.015/0001-00,Mdias,Certificado Digital,BPO RH,Lucro Real,6132,118987,2023-08-18,Maria Santos,5
CLI-01503,Cliente 1503,00.100.015/0001-00,Mdias,Contabilidade,N/A,Lucro Presumido,6104,5447817,2023-06-10,João Silva,9
CLI-01504,Cliente 1504,00.100.015/0001-00,Zov,Contabilidade,BPO Financeiro,MEI,8839,5988159,2023-08-07,João Silva,8
CLI-01505,Cliente 1505,00.100.015/0001-00,Zov,Certificado Digital,N/A,N/A,9122,6445574,2024-07-02,Carlos Souza,1
CLI-01506,Cliente 1506,00.100.015/0001-00,Mdias,Certificado Digital,Contabilidade,N/A,5131,7089018,2022-01-05,Maria Santos,4
CLI-01507,Cliente 1507,00.100.015/0001-00,Mdias,Legalização,N/A,N/A,910,232401,2024-05-21,João Silva,1
CLI-01508,Cliente 1508,00.100.015/0001-00,Papaya,Certificado Digital,Legalização,MEI,3092,7046501,2024-01-19,Maria Santos,8
CLI-01509,Cliente 1509,00.100.015/0001-00,Mdias,Legalização,N/A,N/A,1555,783948,2024-05-13,Carlos Souza,2
CLI-01510,Cliente 1510,00.100.015/0001-00,Mdias,BPO Financeiro,Certificado Digital,Simples Nacional,4004,4933127,2023-01-22,Carlos Souza,6
CLI-01511,Cliente 1511,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,2871,2092065,2022-08-04,Maria Santos,0
CLI-01512,Cliente 1512,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,N/A,4682,753335,2023-06-04,Carlos Souza,3
CLI-01513,Cliente 1513,00.100.015/0001-00,Mdias,BPO RH,Contabilidade,MEI,8175,5659469,2022-06-04,Maria Santos,7
CLI-01514,Cliente 1514,00.100.015/0001-00,Papaya,Contabilidade,Legalização,Lucro Presumido,446,3379785,2023-08-03,João Silva,1
CLI-01515,Cliente 1515,00.100.015/0001-00,Mdias,Legalização,Certificado Digital,Lucro Real,7117,6047650,2022-09-19,Carlos Souza,6
CLI-01516,Cliente 1516,00.100.015/0001-00,Zov,BPO Financeiro,Certificado Digital,Lucro Real,6710,3727614,2023-05-16,Carlos Souza,9
CLI-01517,Cliente 1517,00.100.015/0001-00,Mdias,Contabilidade,N/A,Simples Nacional,5018,1817920,2024-10-26,Ana Silva,3
CLI-01518,Cliente 1518,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,N/A,6898,7068488,2023-05-27,Carlos Souza,6
CLI-01519,Cliente 1519,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,MEI,8281,6723505,2023-09-23,Maria Santos,5
CLI-01520,Cliente 1520,00.100.015/0001-00,Mdias,BPO Financeiro,N/A,Lucro Real,2916,7849751,2023-11-18,Carlos Souza,3
CLI-01521,Cliente 1521,00.100.015/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,1026,4468011,2024-09-06,Ana Silva,9
CLI-01522,Cliente 1522,00.100.015/0001-00,Mdias,BPO RH,Certificado Digital,Lucro Presumido,4641,4235742,2023-05-26,Maria Santos,2
CLI-01523,Cliente 1523,00.100.015/0001-00,Papaya,Contabilidade,Legalização,N/A,3856,3241552,2024-09-07,Carlos Souza,7
CLI-01524,Cliente 1524,00.100.015/0001-00,Zov,BPO RH,N/A,MEI,2394,506249,2022-12-04,João Silva,8
CLI-01525,Cliente 1525,00.100.015/0001-00,Zov,Certificado Digital,N/A,MEI,2773,4770395,2023-02-25,Carlos Souza,9
CLI-01526,Cliente 1526,00.100.015/0001-00,Zov,Certificado Digital,BPO Financeiro,Lucro Presumido,2117,20055,2024-03-02,Ana Silva,10
CLI-01527,Cliente 1527,00.100.015/0001-00,Papaya,BPO RH,N/A,Lucro Presumido,5156,2483713,2023-10-04,Carlos Souza,5
CLI-01528,Cliente 1528,00.100.015/0001-00,Papaya,BPO RH,N/A,Lucro Presumido,8509,3459769,2022-05-21,João Silva,3
CLI-01529,Cliente 1529,00.100.015/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,8302,3932431,2024-10-02,Maria Santos,6
CLI-01530,Cliente 1530,00.100.015/0001-00,Papaya,BPO RH,N/A,Simples Nacional,5072,6375593,2024-08-28,Carlos Souza,3
CLI-01531,Cliente 1531,00.100.015/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,3893,3556763,2022-06-19,João Silva,4
CLI-01532,Cliente 1532,00.100.015/0001-00,Zov,Contabilidade,BPO Financeiro,Simples Nacional,7566,304158,2022-06-02,Ana Silva,2
CLI-01533,Cliente 1533,00.100.015/0001-00,Papaya,Legalização,BPO RH,MEI,3287,6026391,2022-04-18,Maria Santos,6
CLI-01534,Cliente 1534,00.100.015/0001-00,Mdias,Certificado Digital,BPO Financeiro,Lucro Real,2903,5143023,2023-09-28,Maria Santos,8
CLI-01535,Cliente 1535,00.100.015/0001-00,Zov,Legalização,Contabilidade,Simples Nacional,8416,1015540,2022-07-28,Ana Silva,7
CLI-01536,Cliente 1536,00.100.015/0001-00,Zov,Contabilidade,N/A,N/A,3167,6321323,2022-06-13,Ana Silva,8
CLI-01537,Cliente 1537,00.100.015/0001-00,Mdias,Certificado Digital,BPO RH,Lucro Real,3116,4766986,2022-02-02,Carlos Souza,1
CLI-01538,Cliente 1538,00.100.015/0001-00,Mdias,Certificado Digital,Contabilidade,Simples Nacional,8823,424282,2024-12-09,Carlos Souza,3
CLI-01539,Cliente 1539,00.100.015/0001-00,Mdias,BPO RH,N/A,Lucro Real,3341,1803307,2023-06-14,Carlos Souza,5
CLI-01540,Cliente 1540,00.100.015/0001-00,Mdias,Contabilidade,Legalização,Lucro Presumido,5646,7814593,2023-02-10,Ana Silva,7
CLI-01541,Cliente 1541,00.100.015/0001-00,Papaya,Legalização,N/A,MEI,5651,885385,2023-12-26,Maria Santos,6
CLI-01542,Cliente 1542,00.100.015/0001-00,Papaya,Legalização,N/A,Lucro Real,2919,4116307,2022-11-23,Carlos Souza,0
CLI-01543,Cliente 1543,00.100.015/0001-00,Zov,Contabilidade,N/A,MEI,4062,2005233,2022-10-17,Ana Silva,6
CLI-01544,Cliente 1544,00.100.015/0001-00,Zov,Legalização,Certificado Digital,MEI,3676,3066284,2023-02-26,Carlos Souza,5
CLI-01545,Cliente 1545,00.100.015/0001-00,Papaya,Legalização,N/A,Lucro Real,1448,7422953,2023-08-13,João Silva,3
CLI-01546,Cliente 1546,00.100.015/0001-00,Papaya,Legalização,Certificado Digital,MEI,2011,7859550,2023-06-25,Carlos Souza,9
CLI-01547,Cliente 1547,00.100.015/0001-00,Papaya,BPO RH,Certificado Digital,MEI,4042,4767503,2024-05-10,Ana Silva,4
CLI-01548,Cliente 1548,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,N/A,6760,3612846,2022-10-20,Carlos Souza,3
CLI-01549,Cliente 1549,00.100.015/0001-00,Zov,BPO Financeiro,N/A,MEI,5729,6261799,2022-08-20,Ana Silva,2
CLI-01550,Cliente 1550,00.100.015/0001-00,Papaya,Legalização,Certificado Digital,MEI,6877,5046631,2024-02-26,João Silva,9
CLI-01551,Cliente 1551,00.100.015/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,2796,6517738,2023-03-15,Ana Silva,2
CLI-01552,Cliente 1552,00.100.015/0001-00,Papaya,Legalização,N/A,MEI,5419,4302418,2023-11-03,Carlos Souza,3
CLI-01553,Cliente 1553,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,MEI,803,4493013,2024-12-27,Maria Santos,1
CLI-01554,Cliente 1554,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,6450,5724620,2024-12-15,Maria Santos,10
CLI-01555,Cliente 1555,00.100.015/0001-00,Papaya,Contabilidade,Certificado Digital,Simples Nacional,6544,6956870,2024-07-23,Ana Silva,6
CLI-01556,Cliente 1556,00.100.015/0001-00,Zov,BPO Financeiro,N/A,N/A,5138,222157,2023-11-01,João Silva,0
CLI-01557,Cliente 1557,00.100.015/0001-00,Papaya,Legalização,BPO Financeiro,Lucro Real,5182,5857075,2022-04-06,Carlos Souza,9
CLI-01558,Cliente 1558,00.100.015/0001-00,Mdias,BPO Financeiro,N/A,MEI,5351,7283335,2024-04-24,Maria Santos,0
CLI-01559,Cliente 1559,00.100.015/0001-00,Zov,BPO RH,N/A,Lucro Presumido,8583,3374624,2023-07-18,Carlos Souza,4
CLI-01560,Cliente 1560,00.100.015/0001-00,Zov,Contabilidade,N/A,N/A,5229,2417829,2023-03-17,Carlos Souza,2
CLI-01561,Cliente 1561,00.100.015/0001-00,Papaya,Contabilidade,N/A,N/A,5887,891750,2024-10-21,João Silva,3
CLI-01562,Cliente 1562,00.100.015/0001-00,Papaya,BPO Financeiro,Legalização,Simples Nacional,5815,139183,2023-05-02,João Silva,8
CLI-01563,Cliente 1563,00.100.015/0001-00,Papaya,BPO RH,N/A,Simples Nacional,1819,4919906,2023-06-08,Carlos Souza,8
CLI-01564,Cliente 1564,00.100.015/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,6594,3357719,2022-06-24,Carlos Souza,3
CLI-01565,Cliente 1565,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,5345,5504323,2023-10-07,Maria Santos,2
CLI-01566,Cliente 1566,00.100.015/0001-00,Papaya,Contabilidade,Legalização,MEI,1142,4182268,2023-01-10,Ana Silva,9
CLI-01567,Cliente 1567,00.100.015/0001-00,Zov,Contabilidade,N/A,N/A,3717,2122527,2022-08-19,Maria Santos,5
CLI-01568,Cliente 1568,00.100.015/0001-00,Mdias,Contabilidade,Legalização,MEI,4704,545436,2024-07-14,João Silva,9
CLI-01569,Cliente 1569,00.100.015/0001-00,Papaya,Certificado Digital,N/A,Simples Nacional,5465,5659197,2023-01-01,Carlos Souza,8
CLI-01570,Cliente 1570,00.100.015/0001-00,Papaya,Certificado Digital,N/A,N/A,4165,6186423,2022-06-22,Maria Santos,9
CLI-01571,Cliente 1571,00.100.015/0001-00,Zov,BPO Financeiro,N/A,Simples Nacional,6259,5058683,2022-08-07,Maria Santos,6
CLI-01572,Cliente 1572,00.100.015/0001-00,Zov,Contabilidade,Certificado Digital,N/A,5266,7676677,2024-01-26,Carlos Souza,6
CLI-01573,Cliente 1573,00.100.015/0001-00,Papaya,Legalização,N/A,Simples Nacional,8642,5201733,2022-08-17,João Silva,3
CLI-01574,Cliente 1574,00.100.015/0001-00,Papaya,Legalização,BPO RH,Simples Nacional,5022,4530325,2022-05-15,Maria Santos,5
CLI-01575,Cliente 1575,00.100.015/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,4512,273786,2024-10-04,João Silva,4
CLI-01576,Cliente 1576,00.100.015/0001-00,Mdias,Certificado Digital,N/A,Simples Nacional,4002,6757668,2024-03-27,Carlos Souza,1
CLI-01577,Cliente 1577,00.100.015/0001-00,Papaya,Contabilidade,N/A,MEI,5933,5241476,2022-08-01,João Silva,5
CLI-01578,Cliente 1578,00.100.015/0001-00,Mdias,Legalização,Contabilidade,MEI,3038,6750254,2022-01-06,Carlos Souza,9
CLI-01579,Cliente 1579,00.100.015/0001-00,Zov,Contabilidade,N/A,Lucro Real,848,5748747,2024-03-20,Carlos Souza,0
CLI-01580,Cliente 1580,00.100.015/0001-00,Zov,BPO Financeiro,Legalização,N/A,1570,6843571,2022-06-17,João Silva,9
CLI-01581,Cliente 1581,00.100.015/0001-00,Papaya,Certificado Digital,BPO RH,Lucro Presumido,3998,3927956,2024-12-10,Ana Silva,7
CLI-01582,Cliente 1582,00.100.015/0001-00,Papaya,Contabilidade,Certificado Digital,MEI,7686,5515327,2022-04-20,Maria Santos,5
CLI-01583,Cliente 1583,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,MEI,6230,852565,2024-06-11,Maria Santos,7
CLI-01584,Cliente 1584,00.100.015/0001-00,Papaya,Legalização,N/A,Simples Nacional,4542,7075728,2024-10-15,Carlos Souza,3
CLI-01585,Cliente 1585,00.100.015/0001-00,Papaya,Legalização,N/A,Lucro Real,8538,7421792,2024-11-22,Carlos Souza,9
CLI-01586,Cliente 1586,00.100.015/0001-00,Papaya,Certificado Digital,N/A,N/A,3179,2042174,2023-01-06,Maria Santos,3
CLI-01587,Cliente 1587,00.100.015/0001-00,Mdias,Legalização,BPO RH,Lucro Real,5363,4608695,2022-09-12,Carlos Souza,5
CLI-01588,Cliente 1588,00.100.015/0001-00,Papaya,Contabilidade,N/A,Simples Nacional,3927,5374135,2022-11-02,Ana Silva,6
CLI-01589,Cliente 1589,00.100.015/0001-00,Papaya,BPO RH,N/A,N/A,7691,5368836,2023-09-10,João Silva,4
CLI-01590,Cliente 1590,00.100.015/0001-00,Papaya,BPO Financeiro,N/A,MEI,5279,3799441,2022-05-16,João Silva,5
CLI-01591,Cliente 1591,00.100.015/0001-00,Mdias,BPO RH,N/A,Lucro Real,7614,6546257,2023-12-28,João Silva,6
CLI-01592,Cliente 1592,00.100.015/0001-00,Zov,Contabilidade,Certificado Digital,Simples Nacional,8271,6801453,2024-11-23,João Silva,5
CLI-01593,Cliente 1593,00.100.015/0001-00,Zov,Certificado Digital,BPO RH,MEI,6077,2872125,2024-08-20,João Silva,1
CLI-01594,Cliente 1594,00.100.015/0001-00,Papaya,Legalização,N/A,Simples Nacional,5291,5153942,2023-05-07,Maria Santos,4
CLI-01595,Cliente 1595,00.100.015/0001-00,Zov,BPO RH,N/A,Simples Nacional,3461,4389890,2023-09-11,João Silva,8
CLI-01596,Cliente 1596,00.100.015/0001-00,Zov,Legalização,N/A,N/A,2080,613739,2022-12-04,Carlos Souza,6
CLI-01597,Cliente 1597,00.100.015/0001-00,Mdias,Contabilidade,N/A,Lucro Presumido,7845,6478657,2022-08-24,Ana Silva,10
CLI-01598,Cliente 1598,00.100.015/0001-00,Mdias,Certificado Digital,N/A,MEI,7287,2679456,2022-02-17,João Silva,4
CLI-01599,Cliente 1599,00.100.015/0001-00,Papaya,Legalização,Certificado Digital,Lucro Presumido,6340,1817535,2024-12-21,Carlos Souza,4
CLI-01600,Cliente 1600,00.100.016/0001-00,Mdias,Certificado Digital,N/A,Lucro Presumido,4507,5485931,2024-11-01,João Silva,1
CLI-01601,Cliente 1601,00.100.016/0001-00,Papaya,Contabilidade,N/A,Simples Nacional,8548,6924287,2023-11-25,Maria Santos,10
CLI-01602,Cliente 1602,00.100.016/0001-00,Mdias,Contabilidade,N/A,Lucro Real,474,6012179,2022-01-03,Maria Santos,7
CLI-01603,Cliente 1603,00.100.016/0001-00,Papaya,BPO RH,N/A,N/A,3433,6510052,2023-02-26,Ana Silva,4
CLI-01604,Cliente 1604,00.100.016/0001-00,Zov,Certificado Digital,N/A,Lucro Real,2304,5654755,2022-10-09,Ana Silva,4
CLI-01605,Cliente 1605,00.100.016/0001-00,Mdias,Certificado Digital,N/A,Simples Nacional,7425,2695406,2023-10-06,Carlos Souza,10
CLI-01606,Cliente 1606,00.100.016/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,6643,1758014,2023-12-03,Carlos Souza,8
CLI-01607,Cliente 1607,00.100.016/0001-00,Mdias,Contabilidade,Legalização,MEI,6325,1307583,2022-05-12,Ana Silva,0
CLI-01608,Cliente 1608,00.100.016/0001-00,Mdias,Contabilidade,N/A,MEI,7786,4185326,2023-04-15,João Silva,7
CLI-01609,Cliente 1609,00.100.016/0001-00,Zov,BPO Financeiro,N/A,Lucro Presumido,2413,346600,2024-11-20,Maria Santos,0
CLI-01610,Cliente 1610,00.100.016/0001-00,Mdias,BPO Financeiro,Legalização,Lucro Real,3449,6530562,2024-10-10,João Silva,7
CLI-01611,Cliente 1611,00.100.016/0001-00,Zov,Certificado Digital,N/A,Lucro Real,5356,4272895,2024-06-10,Ana Silva,8
CLI-01612,Cliente 1612,00.100.016/0001-00,Papaya,BPO Financeiro,N/A,MEI,3236,1850997,2022-05-14,Maria Santos,7
CLI-01613,Cliente 1613,00.100.016/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,1191,5247498,2022-07-16,Ana Silva,3
CLI-01614,Cliente 1614,00.100.016/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,1940,5292724,2022-01-06,Maria Santos,5
CLI-01615,Cliente 1615,00.100.016/0001-00,Papaya,BPO RH,Certificado Digital,Simples Nacional,9302,4999508,2024-05-20,Carlos Souza,1
CLI-01616,Cliente 1616,00.100.016/0001-00,Mdias,BPO RH,N/A,N/A,2927,3506968,2023-05-05,Maria Santos,4
CLI-01617,Cliente 1617,00.100.016/0001-00,Mdias,Certificado Digital,N/A,N/A,661,5255994,2024-12-16,João Silva,1
CLI-01618,Cliente 1618,00.100.016/0001-00,Mdias,Contabilidade,Legalização,Lucro Real,533,1606198,2024-05-14,Maria Santos,3
CLI-01619,Cliente 1619,00.100.016/0001-00,Zov,Certificado Digital,BPO Financeiro,N/A,4794,2310599,2023-04-20,Carlos Souza,8
CLI-01620,Cliente 1620,00.100.016/0001-00,Zov,BPO Financeiro,N/A,Lucro Presumido,2180,7551004,2024-10-19,Carlos Souza,5
CLI-01621,Cliente 1621,00.100.016/0001-00,Zov,Legalização,Certificado Digital,N/A,1991,6592765,2024-06-28,Ana Silva,4
CLI-01622,Cliente 1622,00.100.016/0001-00,Papaya,Certificado Digital,N/A,MEI,2841,3797652,2022-03-14,João Silva,3
CLI-01623,Cliente 1623,00.100.016/0001-00,Zov,BPO Financeiro,BPO RH,Lucro Presumido,3987,4044665,2022-08-23,Ana Silva,2
CLI-01624,Cliente 1624,00.100.016/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,2417,1013564,2022-12-27,João Silva,6
CLI-01625,Cliente 1625,00.100.016/0001-00,Mdias,Legalização,N/A,Lucro Real,908,3824917,2024-12-24,Carlos Souza,1
CLI-01626,Cliente 1626,00.100.016/0001-00,Mdias,Certificado Digital,N/A,MEI,703,4233604,2024-05-09,Ana Silva,2
CLI-01627,Cliente 1627,00.100.016/0001-00,Zov,Certificado Digital,Contabilidade,MEI,7887,4376852,2024-12-01,Carlos Souza,7
CLI-01628,Cliente 1628,00.100.016/0001-00,Mdias,BPO RH,Certificado Digital,Lucro Presumido,4882,4537226,2022-09-02,João Silva,1
CLI-01629,Cliente 1629,00.100.016/0001-00,Papaya,Legalização,N/A,Lucro Presumido,4685,6890422,2022-08-21,João Silva,3
CLI-01630,Cliente 1630,00.100.016/0001-00,Zov,Contabilidade,N/A,MEI,4455,1321312,2024-04-17,João Silva,8
CLI-01631,Cliente 1631,00.100.016/0001-00,Papaya,Contabilidade,Certificado Digital,Lucro Presumido,5149,5155093,2024-12-15,Maria Santos,1
CLI-01632,Cliente 1632,00.100.016/0001-00,Mdias,Contabilidade,N/A,Simples Nacional,5788,754660,2024-06-16,Ana Silva,1
CLI-01633,Cliente 1633,00.100.016/0001-00,Mdias,BPO RH,BPO Financeiro,Simples Nacional,9022,157459,2024-05-01,Maria Santos,8
CLI-01634,Cliente 1634,00.100.016/0001-00,Papaya,Legalização,Certificado Digital,N/A,8373,7180491,2023-02-28,Maria Santos,1
CLI-01635,Cliente 1635,00.100.016/0001-00,Zov,Legalização,N/A,N/A,642,1355072,2022-04-15,João Silva,9
CLI-01636,Cliente 1636,00.100.016/0001-00,Mdias,BPO Financeiro,BPO RH,MEI,7921,5284088,2022-05-20,Carlos Souza,1
CLI-01637,Cliente 1637,00.100.016/0001-00,Mdias,Legalização,BPO Financeiro,MEI,5458,3165033,2024-05-14,João Silva,4
CLI-01638,Cliente 1638,00.100.016/0001-00,Zov,Contabilidade,BPO Financeiro,Lucro Presumido,1491,3101200,2023-03-13,Carlos Souza,4
CLI-01639,Cliente 1639,00.100.016/0001-00,Mdias,Certificado Digital,N/A,N/A,4565,2392921,2024-05-15,Ana Silva,8
CLI-01640,Cliente 1640,00.100.016/0001-00,Zov,Contabilidade,N/A,MEI,415,7517797,2023-02-14,Ana Silva,7
CLI-01641,Cliente 1641,00.100.016/0001-00,Mdias,BPO Financeiro,N/A,MEI,6012,6823526,2023-01-17,Ana Silva,3
CLI-01642,Cliente 1642,00.100.016/0001-00,Zov,Contabilidade,BPO RH,Lucro Presumido,5840,2866433,2023-02-04,Carlos Souza,8
CLI-01643,Cliente 1643,00.100.016/0001-00,Mdias,Contabilidade,N/A,MEI,1037,2599036,2022-07-17,Maria Santos,1
CLI-01644,Cliente 1644,00.100.016/0001-00,Mdias,Contabilidade,N/A,Lucro Presumido,2293,3304343,2023-08-15,Ana Silva,9
CLI-01645,Cliente 1645,00.100.016/0001-00,Mdias,BPO Financeiro,Certificado Digital,MEI,7339,227780,2022-06-01,Maria Santos,1
CLI-01646,Cliente 1646,00.100.016/0001-00,Papaya,Contabilidade,N/A,MEI,6831,4869479,2023-07-18,Ana Silva,8
CLI-01647,Cliente 1647,00.100.016/0001-00,Papaya,Contabilidade,BPO Financeiro,Simples Nacional,3394,5084286,2023-08-15,Ana Silva,2
CLI-01648,Cliente 1648,00.100.016/0001-00,Papaya,Certificado Digital,BPO RH,Lucro Real,2695,3025592,2024-12-06,Ana Silva,4
CLI-01649,Cliente 1649,00.100.016/0001-00,Zov,Legalização,N/A,Simples Nacional,8939,6396106,2022-07-19,Maria Santos,2
CLI-01650,Cliente 1650,00.100.016/0001-00,Mdias,Legalização,Certificado Digital,N/A,3982,1496440,2024-08-06,Maria Santos,9
