data_captacao,nome,origem,status,vendedor_atribuido
2024-10-20,Lead 3715,Orgânico - SEO,Qualificado,Ana Silva
2024-02-15,Lead 3716,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-10-08,Lead 3717,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-06-14,Lead 3718,LinkedIn - BPO,Novo,Carlos Souza
2024-08-11,Lead 3719,LinkedIn - BPO,Novo,Carlos Souza
2024-04-06,Lead 3720,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-11-27,Lead 3721,LinkedIn - BPO,Desqualificado,N/A
2024-03-28,Lead 3722,Evento - Workshop,Qualificado,Ana Silva
2024-08-22,Lead 3723,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-06-18,Lead 3724,Evento - Workshop,Novo,Carlos Souza
2024-09-18,Lead 3725,Evento - Workshop,Novo,Carlos Souza
2024-06-14,Lead 3726,LinkedIn - BPO,Em contato,N/A
2024-07-08,Lead 3727,Orgânico - SEO,Desqualificado,Carlos Souza
2024-12-10,Lead 3728,LinkedIn - BPO,Qualificado,Ana Silva
2024-10-24,Lead 3729,Instagram - Conteúdo,Convertido,N/A
2024-11-23,Lead 3730,LinkedIn - BPO,Em contato,N/A
2024-06-13,Lead 3731,LinkedIn - BPO,Convertido,Carlos Souza
2024-11-12,Lead 3732,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-01-28,Lead 3733,Orgânico - SEO,Convertido,N/A
2024-10-06,Lead 3734,Orgânico - SEO,Desqualificado,Ana Silva
2024-03-20,Lead 3735,LinkedIn - BPO,Em contato,N/A
2024-01-28,Lead 3736,Google Ads - Contabilidade PME,Em contato,N/A
2024-01-04,Lead 3737,Evento - Workshop,Em contato,N/A
2024-09-22,Lead 3738,Evento - Workshop,Desqualificado,Carlos Souza
2024-01-05,Lead 3739,Google Ads - Contabilidade PME,Em contato,N/A
2024-10-15,Lead 3740,Orgânico - SEO,Desqualificado,N/A
2024-02-03,Lead 3741,Google Ads - Contabilidade PME,Novo,N/A
2024-03-27,Lead 3742,LinkedIn - BPO,Convertido,Carlos Souza
2024-12-09,Lead 3743,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-11-13,Lead 3744,Instagram - Conteúdo,Em contato,Ana Silva
2024-03-28,Lead 3745,Evento - Workshop,Em contato,N/A
2024-02-11,Lead 3746,Orgânico - SEO,Desqualificado,Ana Silva
2024-05-23,Lead 3747,Orgânico - SEO,Convertido,Carlos Souza
2024-08-24,Lead 3748,Evento - Workshop,Em contato,Ana Silva
2024-01-21,Lead 3749,LinkedIn - BPO,Novo,Carlos Souza
2024-05-24,Lead 3750,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-23,Lead 3751,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-02-17,Lead 3752,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-10-27,Lead 3753,Evento - Workshop,Convertido,Ana Silva
2024-07-12,Lead 3754,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-22,Lead 3755,Instagram - Conteúdo,Convertido,Ana Silva
2024-01-09,Lead 3756,Orgânico - SEO,Qualificado,Carlos Souza
2024-06-23,Lead 3757,Evento - Workshop,Qualificado,N/A
2024-02-21,Lead 3758,Orgânico - SEO,Em contato,Ana Silva
2024-10-08,Lead 3759,Orgânico - SEO,Em contato,N/A
2024-08-19,Lead 3760,LinkedIn - BPO,Novo,N/A
2024-05-17,Lead 3761,Evento - Workshop,Em contato,Carlos Souza
2024-12-27,Lead 3762,Instagram - Conteúdo,Convertido,N/A
2024-10-11,Lead 3763,Orgânico - SEO,Desqualificado,N/A
2024-04-22,Lead 3764,Instagram - Conteúdo,Qualificado,Ana Silva
2024-02-18,Lead 3765,Evento - Workshop,Qualificado,N/A
2024-06-08,Lead 3766,Orgânico - SEO,Em contato,Carlos Souza
2024-06-24,Lead 3767,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-10,Lead 3768,Orgânico - SEO,Qualificado,N/A
2024-06-14,Lead 3769,LinkedIn - BPO,Novo,Ana Silva
2024-10-11,Lead 3770,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-09-01,Lead 3771,Instagram - Conteúdo,Qualificado,N/A
2024-08-11,Lead 3772,Orgânico - SEO,Qualificado,Ana Silva
2024-11-09,Lead 3773,Orgânico - SEO,Em contato,Carlos Souza
2024-02-18,Lead 3774,LinkedIn - BPO,Em contato,N/A
2024-04-04,Lead 3775,Instagram - Conteúdo,Em contato,N/A
2024-03-10,Lead 3776,Instagram - Conteúdo,Qualificado,Ana Silva
2024-04-02,Lead 3777,Evento - Workshop,Qualificado,Carlos Souza
2024-08-02,Lead 3778,LinkedIn - BPO,Novo,N/A
2024-12-17,Lead 3779,LinkedIn - BPO,Em contato,Ana Silva
2024-03-26,Lead 3780,Instagram - Conteúdo,Qualificado,N/A
2024-06-11,Lead 3781,Evento - Workshop,Convertido,Carlos Souza
2024-09-05,Lead 3782,Orgânico - SEO,Qualificado,Carlos Souza
2024-07-03,Lead 3783,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-08-24,Lead 3784,Evento - Workshop,Em contato,N/A
2024-03-16,Lead 3785,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-02-19,Lead 3786,LinkedIn - BPO,Em contato,Carlos Souza
2024-10-01,Lead 3787,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-01-02,Lead 3788,Evento - Workshop,Desqualificado,Carlos Souza
2024-03-01,Lead 3789,Instagram - Conteúdo,Novo,Ana Silva
2024-05-22,Lead 3790,Orgânico - SEO,Em contato,Carlos Souza
2024-04-14,Lead 3791,Instagram - Conteúdo,Desqualificado,N/A
2024-08-26,Lead 3792,Google Ads - Contabilidade PME,Em contato,N/A
2024-12-03,Lead 3793,Instagram - Conteúdo,Novo,N/A
2024-03-23,Lead 3794,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-01-17,Lead 3795,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-04-07,Lead 3796,Evento - Workshop,Novo,Ana Silva
2024-09-25,Lead 3797,LinkedIn - BPO,Em contato,Carlos Souza
2024-01-04,Lead 3798,Orgânico - SEO,Desqualificado,Ana Silva
2024-04-26,Lead 3799,Evento - Workshop,Desqualificado,Ana Silva
2024-09-15,Lead 3800,Evento - Workshop,Convertido,N/A
2024-04-25,Lead 3801,Instagram - Conteúdo,Novo,Carlos Souza
2024-07-21,Lead 3802,Orgânico - SEO,Em contato,Ana Silva
2024-09-17,Lead 3803,Google Ads - Contabilidade PME,Convertido,N/A
2024-06-11,Lead 3804,LinkedIn - BPO,Em contato,Ana Silva
2024-09-15,Lead 3805,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-11-20,Lead 3806,LinkedIn - BPO,Qualificado,N/A
2024-05-11,Lead 3807,Instagram - Conteúdo,Em contato,Ana Silva
2024-08-12,Lead 3808,Evento - Workshop,Novo,Carlos Souza
2024-01-05,Lead 3809,Instagram - Conteúdo,Qualificado,N/A
2024-04-23,Lead 3810,Orgânico - SEO,Em contato,Ana Silva
2024-08-28,Lead 3811,Google Ads - Contabilidade PME,Qualificado,N/A
2024-09-17,Lead 3812,Orgânico - SEO,Em contato,N/A
2024-10-10,Lead 3813,LinkedIn - BPO,Em contato,Ana Silva
2024-05-20,Lead 3814,Instagram - Conteúdo,Novo,Ana Silva
2024-05-13,Lead 3815,Evento - Workshop,Desqualificado,Ana Silva
2024-01-03,Lead 3816,Instagram - Conteúdo,Convertido,Ana Silva
2024-10-19,Lead 3817,Evento - Workshop,Qualificado,Ana Silva
2024-07-20,Lead 3818,LinkedIn - BPO,Convertido,Carlos Souza
2024-05-26,Lead 3819,Instagram - Conteúdo,Novo,N/A
2024-01-13,Lead 3820,Orgânico - SEO,Desqualificado,Ana Silva
2024-06-01,Lead 3821,Orgânico - SEO,Em contato,N/A
2024-04-16,Lead 3822,Evento - Workshop,Qualificado,Ana Silva
2024-01-01,Lead 3823,Instagram - Conteúdo,Em contato,N/A
2024-12-02,Lead 3824,Evento - Workshop,Desqualificado,Ana Silva
2024-01-18,Lead 3825,LinkedIn - BPO,Convertido,Carlos Souza
2024-01-11,Lead 3826,LinkedIn - BPO,Novo,N/A
2024-05-20,Lead 3827,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-10-08,Lead 3828,Instagram - Conteúdo,Em contato,Ana Silva
2024-12-20,Lead 3829,Instagram - Conteúdo,Em contato,Carlos Souza
2024-04-15,Lead 3830,LinkedIn - BPO,Em contato,Ana Silva
2024-02-14,Lead 3831,LinkedIn - BPO,Qualificado,Carlos Souza
2024-10-10,Lead 3832,LinkedIn - BPO,Convertido,Ana Silva
2024-06-17,Lead 3833,Instagram - Conteúdo,Convertido,Ana Silva
2024-04-08,Lead 3834,Instagram - Conteúdo,Novo,Carlos Souza
2024-10-11,Lead 3835,Evento - Workshop,Qualificado,Ana Silva
2024-02-03,Lead 3836,Google Ads - Contabilidade PME,Novo,N/A
2024-10-14,Lead 3837,Orgânico - SEO,Em contato,Ana Silva
2024-09-25,Lead 3838,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-07-20,Lead 3839,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-09-19,Lead 3840,LinkedIn - BPO,Novo,N/A
2024-05-07,Lead 3841,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-08-16,Lead 3842,LinkedIn - BPO,Qualificado,N/A
2024-01-22,Lead 3843,Evento - Workshop,Novo,N/A
2024-08-16,Lead 3844,Instagram - Conteúdo,Qualificado,N/A
2024-12-24,Lead 3845,LinkedIn - BPO,Novo,N/A
2024-05-07,Lead 3846,Instagram - Conteúdo,Em contato,Ana Silva
2024-01-07,Lead 3847,Evento - Workshop,Novo,N/A
2024-11-14,Lead 3848,Evento - Workshop,Novo,Carlos Souza
2024-10-12,Lead 3849,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-01-28,Lead 3850,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-05-10,Lead 3851,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-07-13,Lead 3852,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-03-03,Lead 3853,Instagram - Conteúdo,Convertido,N/A
2024-09-28,Lead 3854,Instagram - Conteúdo,Em contato,N/A
2024-03-16,Lead 3855,Orgânico - SEO,Desqualificado,N/A
2024-08-16,Lead 3856,Instagram - Conteúdo,Em contato,Carlos Souza
2024-09-08,Lead 3857,LinkedIn - BPO,Desqualificado,N/A
2024-04-02,Lead 3858,Instagram - Conteúdo,Convertido,Ana Silva
2024-02-06,Lead 3859,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-11-08,Lead 3860,Orgânico - SEO,Novo,Ana Silva
2024-01-01,Lead 3861,Instagram - Conteúdo,Novo,Ana Silva
2024-04-19,Lead 3862,Evento - Workshop,Novo,Ana Silva
2024-08-07,Lead 3863,LinkedIn - BPO,Novo,Carlos Souza
2024-03-23,Lead 3864,Evento - Workshop,Desqualificado,N/A
2024-09-03,Lead 3865,Instagram - Conteúdo,Em contato,N/A
2024-07-05,Lead 3866,LinkedIn - BPO,Em contato,Carlos Souza
2024-08-04,Lead 3867,LinkedIn - BPO,Qualificado,Ana Silva
2024-12-12,Lead 3868,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-07-14,Lead 3869,Orgânico - SEO,Novo,N/A
2024-08-23,Lead 3870,Orgânico - SEO,Desqualificado,Carlos Souza
2024-05-11,Lead 3871,Instagram - Conteúdo,Em contato,Carlos Souza
2024-04-19,Lead 3872,LinkedIn - BPO,Em contato,Ana Silva
2024-05-26,Lead 3873,Orgânico - SEO,Em contato,Carlos Souza
2024-12-14,Lead 3874,LinkedIn - BPO,Qualificado,Ana Silva
2024-03-20,Lead 3875,Orgânico - SEO,Convertido,Ana Silva
2024-01-10,Lead 3876,Evento - Workshop,Desqualificado,Carlos Souza
2024-12-03,Lead 3877,Instagram - Conteúdo,Em contato,N/A
2024-04-25,Lead 3878,LinkedIn - BPO,Novo,N/A
2024-03-28,Lead 3879,Orgânico - SEO,Qualificado,N/A
2024-02-08,Lead 3880,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-06-07,Lead 3881,Google Ads - Contabilidade PME,Qualificado,N/A
2024-03-25,Lead 3882,Orgânico - SEO,Novo,Carlos Souza
2024-01-16,Lead 3883,Orgânico - SEO,Convertido,N/A
2024-04-10,Lead 3884,Instagram - Conteúdo,Novo,Ana Silva
2024-01-01,Lead 3885,Instagram - Conteúdo,Qualificado,N/A
2024-02-01,Lead 3886,Orgânico - SEO,Qualificado,N/A
2024-05-13,Lead 3887,Orgânico - SEO,Qualificado,N/A
2024-06-15,Lead 3888,LinkedIn - BPO,Qualificado,N/A
2024-02-21,Lead 3889,Evento - Workshop,Desqualificado,Ana Silva
2024-05-08,Lead 3890,Instagram - Conteúdo,Convertido,Ana Silva
2024-05-15,Lead 3891,Instagram - Conteúdo,Convertido,Ana Silva
2024-09-11,Lead 3892,Google Ads - Contabilidade PME,Convertido,N/A
2024-03-23,Lead 3893,LinkedIn - BPO,Qualificado,Carlos Souza
2024-05-07,Lead 3894,Evento - Workshop,Desqualificado,N/A
2024-05-28,Lead 3895,Evento - Workshop,Em contato,N/A
2024-06-28,Lead 3896,Instagram - Conteúdo,Qualificado,Ana Silva
2024-09-08,Lead 3897,Orgânico - SEO,Novo,Carlos Souza
2024-06-07,Lead 3898,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-12-28,Lead 3899,LinkedIn - BPO,Novo,N/A
2024-12-15,Lead 3900,Instagram - Conteúdo,Convertido,Carlos Souza
2024-03-08,Lead 3901,LinkedIn - BPO,Qualificado,N/A
2024-03-03,Lead 3902,Instagram - Conteúdo,Convertido,Carlos Souza
2024-09-10,Lead 3903,LinkedIn - BPO,Convertido,Carlos Souza
2024-10-15,Lead 3904,Orgânico - SEO,Em contato,N/A
2024-08-19,Lead 3905,LinkedIn - BPO,Novo,Ana Silva
2024-07-26,Lead 3906,LinkedIn - BPO,Convertido,N/A
2024-06-09,Lead 3907,Evento - Workshop,Qualificado,N/A
2024-08-08,Lead 3908,LinkedIn - BPO,Qualificado,Carlos Souza
2024-11-08,Lead 3909,Evento - Workshop,Novo,Ana Silva
2024-10-11,Lead 3910,Evento - Workshop,Convertido,Carlos Souza
2024-11-11,Lead 3911,Evento - Workshop,Qualificado,Carlos Souza
2024-01-23,Lead 3912,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-07-24,Lead 3913,Instagram - Conteúdo,Convertido,Carlos Souza
2024-04-09,Lead 3914,Orgânico - SEO,Convertido,N/A
2024-10-03,Lead 3915,Evento - Workshop,Convertido,Carlos Souza
2024-01-22,Lead 3916,LinkedIn - BPO,Novo,Ana Silva
2024-01-03,Lead 3917,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-10-11,Lead 3918,Evento - Workshop,Convertido,Carlos Souza
2024-02-21,Lead 3919,Evento - Workshop,Em contato,Ana Silva
2024-04-18,Lead 3920,Instagram - Conteúdo,Novo,N/A
2024-01-18,Lead 3921,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-23,Lead 3922,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-07-26,Lead 3923,Evento - Workshop,Convertido,Ana Silva
2024-07-19,Lead 3924,LinkedIn - BPO,Convertido,N/A
2024-12-03,Lead 3925,Google Ads - Contabilidade PME,Convertido,N/A
2024-02-11,Lead 3926,Evento - Workshop,Novo,Carlos Souza
2024-09-22,Lead 3927,Orgânico - SEO,Desqualificado,Ana Silva
2024-03-27,Lead 3928,Evento - Workshop,Em contato,Ana Silva
2024-08-04,Lead 3929,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-12-04,Lead 3930,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-04-17,Lead 3931,Orgânico - SEO,Qualificado,Carlos Souza
2024-11-27,Lead 3932,Orgânico - SEO,Qualificado,Ana Silva
2024-04-05,Lead 3933,LinkedIn - BPO,Qualificado,Carlos Souza
2024-12-07,Lead 3934,Instagram - Conteúdo,Novo,N/A
2024-07-07,Lead 3935,Instagram - Conteúdo,Qualificado,N/A
2024-09-26,Lead 3936,Evento - Workshop,Em contato,Ana Silva
2024-09-19,Lead 3937,Evento - Workshop,Novo,Ana Silva
2024-12-13,Lead 3938,LinkedIn - BPO,Qualificado,N/A
2024-09-03,Lead 3939,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-12-15,Lead 3940,Orgânico - SEO,Convertido,N/A
2024-12-21,Lead 3941,Instagram - Conteúdo,Novo,Carlos Souza
2024-11-22,Lead 3942,LinkedIn - BPO,Em contato,Carlos Souza
2024-01-05,Lead 3943,Instagram - Conteúdo,Novo,Ana Silva
2024-06-15,Lead 3944,Google Ads - Contabilidade PME,Em contato,N/A
2024-02-04,Lead 3945,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-12-27,Lead 3946,Instagram - Conteúdo,Qualificado,N/A
2024-02-02,Lead 3947,Instagram - Conteúdo,Em contato,N/A
2024-12-18,Lead 3948,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-01-04,Lead 3949,Google Ads - Contabilidade PME,Convertido,N/A
2024-01-27,Lead 3950,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-03-03,Lead 3951,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-09-04,Lead 3952,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-04-08,Lead 3953,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-11-15,Lead 3954,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-07-16,Lead 3955,Orgânico - SEO,Desqualificado,Carlos Souza
2024-12-25,Lead 3956,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-08-24,Lead 3957,Orgânico - SEO,Em contato,Carlos Souza
2024-06-18,Lead 3958,Evento - Workshop,Qualificado,Carlos Souza
2024-07-19,Lead 3959,LinkedIn - BPO,Em contato,Ana Silva
2024-08-28,Lead 3960,Evento - Workshop,Convertido,Carlos Souza
2024-12-01,Lead 3961,Orgânico - SEO,Em contato,Ana Silva
2024-01-03,Lead 3962,Instagram - Conteúdo,Novo,Ana Silva
2024-04-25,Lead 3963,Orgânico - SEO,Convertido,Carlos Souza
2024-11-16,Lead 3964,Evento - Workshop,Novo,Carlos Souza
2024-04-28,Lead 3965,Orgânico - SEO,Convertido,Carlos Souza
2024-02-23,Lead 3966,Evento - Workshop,Novo,Ana Silva
2024-12-05,Lead 3967,Orgânico - SEO,Novo,Ana Silva
2024-05-06,Lead 3968,Evento - Workshop,Convertido,N/A
2024-12-24,Lead 3969,LinkedIn - BPO,Em contato,Carlos Souza
2024-07-24,Lead 3970,Evento - Workshop,Em contato,N/A
2024-06-14,Lead 3971,Orgânico - SEO,Qualificado,N/A
2024-11-04,Lead 3972,Orgânico - SEO,Convertido,N/A
2024-04-18,Lead 3973,Evento - Workshop,Novo,Ana Silva
2024-09-19,Lead 3974,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-02-10,Lead 3975,Evento - Workshop,Em contato,Ana Silva
2024-06-25,Lead 3976,Orgânico - SEO,Convertido,Carlos Souza
2024-08-11,Lead 3977,LinkedIn - BPO,Em contato,Carlos Souza
2024-06-05,Lead 3978,Orgânico - SEO,Desqualificado,Ana Silva
2024-02-24,Lead 3979,Evento - Workshop,Qualificado,N/A
2024-11-06,Lead 3980,LinkedIn - BPO,Convertido,Ana Silva
2024-05-13,Lead 3981,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-07-10,Lead 3982,LinkedIn - BPO,Qualificado,Carlos Souza
2024-10-21,Lead 3983,Instagram - Conteúdo,Convertido,Carlos Souza
2024-04-24,Lead 3984,LinkedIn - BPO,Em contato,Carlos Souza
2024-04-22,Lead 3985,Evento - Workshop,Em contato,Carlos Souza
2024-08-16,Lead 3986,LinkedIn - BPO,Novo,N/A
2024-09-15,Lead 3987,LinkedIn - BPO,Novo,Ana Silva
2024-05-22,Lead 3988,LinkedIn - BPO,Novo,Ana Silva
2024-09-03,Lead 3989,LinkedIn - BPO,Em contato,Carlos Souza
2024-05-03,Lead 3990,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-06-27,Lead 3991,Orgânico - SEO,Qualificado,Carlos Souza
2024-05-09,Lead 3992,Instagram - Conteúdo,Novo,N/A
2024-06-16,Lead 3993,Orgânico - SEO,Convertido,N/A
2024-07-03,Lead 3994,Evento - Workshop,Novo,Carlos Souza
2024-05-06,Lead 3995,Orgânico - SEO,Qualificado,Carlos Souza
2024-12-14,Lead 3996,LinkedIn - BPO,Desqualificado,N/A
2024-11-03,Lead 3997,LinkedIn - BPO,Convertido,Carlos Souza
2024-10-07,Lead 3998,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-06-03,Lead 3999,Evento - Workshop,Desqualificado,N/A
2024-12-05,Lead 4000,Google Ads - Contabilidade PME,Em contato,N/A
2024-07-27,Lead 4001,Orgânico - SEO,Convertido,N/A
2024-09-03,Lead 4002,Instagram - Conteúdo,Novo,Carlos Souza
2024-06-19,Lead 4003,LinkedIn - BPO,Qualificado,Carlos Souza
2024-03-25,Lead 4004,Orgânico - SEO,Novo,N/A
2024-05-09,Lead 4005,LinkedIn - BPO,Novo,Ana Silva
2024-11-28,Lead 4006,LinkedIn - BPO,Convertido,N/A
2024-06-26,Lead 4007,Evento - Workshop,Convertido,N/A
2024-07-13,Lead 4008,Orgânico - SEO,Novo,Ana Silva
2024-09-01,Lead 4009,LinkedIn - BPO,Novo,Ana Silva
2024-08-03,Lead 4010,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-02-07,Lead 4011,LinkedIn - BPO,Em contato,N/A
2024-05-04,Lead 4012,Evento - Workshop,Convertido,N/A
2024-11-25,Lead 4013,Evento - Workshop,Desqualificado,Ana Silva
2024-01-10,Lead 4014,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-02-17,Lead 4015,Instagram - Conteúdo,Em contato,Ana Silva
2024-05-06,Lead 4016,LinkedIn - BPO,Desqualificado,Ana Silva
2024-07-28,Lead 4017,LinkedIn - BPO,Em contato,Ana Silva
2024-11-07,Lead 4018,Evento - Workshop,Qualificado,Carlos Souza
2024-10-23,Lead 4019,Instagram - Conteúdo,Convertido,Carlos Souza
2024-09-22,Lead 4020,Instagram - Conteúdo,Em contato,Ana Silva
2024-12-24,Lead 4021,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-04-06,Lead 4022,Instagram - Conteúdo,Novo,N/A
2024-11-01,Lead 4023,LinkedIn - BPO,Novo,Ana Silva
2024-05-09,Lead 4024,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-17,Lead 4025,Instagram - Conteúdo,Convertido,Ana Silva
2024-09-24,Lead 4026,Evento - Workshop,Qualificado,Carlos Souza
2024-01-08,Lead 4027,Orgânico - SEO,Desqualificado,Carlos Souza
2024-09-09,Lead 4028,Evento - Workshop,Qualificado,Ana Silva
2024-08-09,Lead 4029,LinkedIn - BPO,Desqualificado,Ana Silva
2024-08-26,Lead 4030,Evento - Workshop,Convertido,Ana Silva
2024-08-13,Lead 4031,Orgânico - SEO,Desqualificado,N/A
2024-09-10,Lead 4032,LinkedIn - BPO,Novo,N/A
2024-07-15,Lead 4033,Evento - Workshop,Convertido,N/A
2024-11-09,Lead 4034,Orgânico - SEO,Novo,N/A
2024-11-24,Lead 4035,Evento - Workshop,Qualificado,N/A
2024-12-13,Lead 4036,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-05-01,Lead 4037,Evento - Workshop,Em contato,Carlos Souza
2024-02-09,Lead 4038,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-01-05,Lead 4039,Instagram - Conteúdo,Novo,Carlos Souza
2024-08-27,Lead 4040,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-06-23,Lead 4041,Evento - Workshop,Em contato,N/A
2024-07-13,Lead 4042,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-12,Lead 4043,Instagram - Conteúdo,Desqualificado,N/A
2024-07-08,Lead 4044,LinkedIn - BPO,Desqualificado,N/A
2024-01-23,Lead 4045,LinkedIn - BPO,Em contato,Carlos Souza
2024-11-16,Lead 4046,Orgânico - SEO,Em contato,Ana Silva
2024-08-09,Lead 4047,Evento - Workshop,Convertido,Carlos Souza
2024-04-04,Lead 4048,Instagram - Conteúdo,Novo,Carlos Souza
2024-01-16,Lead 4049,Google Ads - Contabilidade PME,Novo,N/A
2024-05-02,Lead 4050,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-01-07,Lead 4051,LinkedIn - BPO,Em contato,Carlos Souza
2024-08-07,Lead 4052,LinkedIn - BPO,Em contato,N/A
2024-12-06,Lead 4053,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-12-25,Lead 4054,Evento - Workshop,Novo,N/A
2024-11-11,Lead 4055,Evento - Workshop,Em contato,Ana Silva
2024-12-12,Lead 4056,Orgânico - SEO,Novo,Ana Silva
2024-01-07,Lead 4057,Orgânico - SEO,Convertido,Carlos Souza
2024-04-19,Lead 4058,LinkedIn - BPO,Novo,Ana Silva
2024-10-09,Lead 4059,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-05-24,Lead 4060,Evento - Workshop,Qualificado,Carlos Souza
2024-06-28,Lead 4061,Instagram - Conteúdo,Qualificado,N/A
2024-02-07,Lead 4062,Evento - Workshop,Qualificado,Ana Silva
2024-04-11,Lead 4063,Evento - Workshop,Desqualificado,N/A
2024-06-19,Lead 4064,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-11-22,Lead 4065,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-07-25,Lead 4066,LinkedIn - BPO,Novo,Carlos Souza
2024-07-01,Lead 4067,Orgânico - SEO,Qualificado,N/A
2024-06-09,Lead 4068,Instagram - Conteúdo,Novo,N/A
2024-12-03,Lead 4069,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-07-13,Lead 4070,LinkedIn - BPO,Qualificado,Carlos Souza
2024-05-13,Lead 4071,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-12-01,Lead 4072,LinkedIn - BPO,Desqualificado,N/A
2024-03-22,Lead 4073,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-02-22,Lead 4074,Orgânico - SEO,Convertido,Carlos Souza
2024-11-28,Lead 4075,Instagram - Conteúdo,Qualificado,N/A
2024-04-27,Lead 4076,Evento - Workshop,Novo,Carlos Souza
2024-11-02,Lead 4077,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-04-16,Lead 4078,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-11-01,Lead 4079,LinkedIn - BPO,Desqualificado,Ana Silva
